objid,ra,dec,gflux,rflux
1237662637449871765,241.56857525257,8.63418202448235,6.782686,32.77136
1237662637449937583,241.705357144467,8.74976927347711,21.17547,68.64646
1237668332037407199,241.757534215476,9.79872022666289,9.203607,39.80622
1237668332037407889,241.804832385781,9.66015459939245,2.325739,15.381
1237662637986809212,241.897186933716,9.14054442582137,1.485311,13.68826
1237668332574343653,242.02912914667,9.97162114044186,7.103009,35.20986
1237662638523678899,241.929206334951,9.42259109631078,5.90158,49.60886
1237668349221536210,242.049076715342,9.35534985992474,16.60242,66.45542
1237668332037603968,242.192041290344,9.61670741346678,23.06386,73.26968
1237668330963927493,242.222449657237,8.80161087352828,31.12548,110.8919
1237662637987070136,242.484998665379,9.00063542823388,20.16171,74.09648
1237668349758735114,242.862350753031,9.53090363083553,3.017337,18.39743
1237662638524138159,243.00712517173,9.2379489757161,19.24833,63.20819
1237662200439046791,245.933078538704,7.03214152493046,10.75735,43.34806
1237668348149629390,245.955390411125,7.51249429906937,13.63519,54.21105
1237668348149629103,245.956140599232,7.58903696491324,2.965318,19.1522
1237662200438980667,245.821414747464,7.08091402530556,3.723821,25.99068
1237662636914966670,245.922014326134,7.24436995544339,4.026934,21.99908
1237662637451772690,245.837010873549,7.68140848831466,12.72828,53.16135
1237662637451772695,245.85428692613,7.68369210622722,11.66146,50.52396
1237668348686434967,245.843403539579,8.07529349594151,8.465221,40.30852
1237662637988578466,245.814273714125,8.14881931558405,3.123193,12.44362
1237661950817665673,245.732772078486,7.03917737588654,25.0767,103.4497
1237662637451707083,245.66235852302,7.78600217820327,2.260629,16.50681
1237662637451641109,245.64586597096,7.826803110957,1.969293,13.58466
1237668348686238293,245.453589876807,8.03926359454208,14.25129,52.25305
